name,year,price,dist,lat,lng
通惠家园惠民园,2001,66008,朝阳,39.91600501681222,116.5183534807111
绿景苑,2003,134774,东城,39.89460375141475,116.44473321196305
恒盛波尔多小镇(南区),2010,25911,大兴,39.6570017360779,116.6422228037541
北坞嘉园南里,2011,84807,海淀,39.98299731856527,116.25781622687174
缘溪堂,2006,107503,海淀,39.91813453514636,116.31790558921462
兴创屹墅,2015,80464,大兴,39.77410991903901,116.34450432553452
国美第一城3号院,2007,75422,朝阳,39.93969283176998,116.52147051100017
首开香溪郡南区,2015,38254,通州,40.014444774961255,116.67597142311955
西辛南区,2010,38305,顺义,40.140458134375834,116.64964442421642
富力城(D区),2007,122994,朝阳,39.901517471213914,116.45956890712145
富力阳光美园,2010,58217,朝阳,39.933898088559005,116.61305697977832
水墨林溪,2016,19376,房山,39.694298110329115,116.07232197804709
亿城燕西华府,2019,43240,丰台,39.801789507668516,116.11817185059857
庄胜二期,2005,160975,西城,39.90385908797795,116.38698950496783
K2玉兰湾,2015,61633,通州,39.89296556752044,116.66831741102177
北街家园(五区),2008,51093,昌平,40.172763072058956,116.2752829690383
琨御府(公寓住宅),2018,173990,海淀,39.93982905881821,116.29678391141962
五福家园,2000,38551,昌平,40.15191452657009,116.2723129913612
华业玫瑰东方,2006,118616,朝阳,39.92438103691983,116.49224288360533
中海北京世家,2019,77328,大兴,39.7932990839485,116.47792802598163
新世界太华公寓,1999,77037,东城,39.903274867544155,116.42328688655674
万城华府龙园,2006,179399,海淀,39.97692747228385,116.30002113498591
温泉花园(B区),1995,35025,昌平,40.13536545764263,116.42223335385465
四合上院,2011,173584,西城,39.89802655232392,116.3847444598373
京铁家园,2004,55997,丰台,39.89955307731325,116.28670402529214
姚家园东里,2000,99985,朝阳,39.954875001872296,116.52497075841981
天通中苑(1-37号楼),2008,52465,昌平,40.079037552058644,116.43994677071424
乐城,2003,103821,西城,39.882230521459704,116.34579635834952
碧桂园(三期),2005,29871,房山,39.76842072176383,116.1766026714784
望京花园东区,2002,91447,朝阳,40.01357547551607,116.48162985176532
佳和宜园,2012,32091,顺义,40.18033913441057,116.6553458794577
万科长阳天地,2017,44920,房山,39.77568351686011,116.1948297394286
望京西园一区,1997,78179,朝阳,40.01030769853047,116.4801673219569
亦庄金茂悦(北区),2013,77741,大兴,39.76044108566165,116.49069303710897
首开缇香郡(一期),2020,27992,通州,39.7257332024706,116.70720406841266
马连道中里(三区),2000,118554,西城,39.89092030797064,116.33707524913645
北京城建琨廷(北区),2017,23939,房山,39.679643108811305,116.07114798257611
中信沁园(中信城二期),2009,172594,西城,39.89125696762399,116.38244551637614
丽高王府,2005,53672,顺义,40.052026077359415,116.56832900097827
丽嘉花园,2004,102725,顺义,40.05254874915654,116.57551481624422
京城雅居,2004,46144,朝阳,39.871360047310375,116.56599699987434
蓬莱公寓,2002,33153,昌平,37.82540002747913,120.76987499834479
首开万科城市之光,2015,57588,通州,39.821977053473454,116.59653803975534
北纬40度(东区),2008,94114,朝阳,40.02949274240213,116.47148690598343
保利海德公园,2015,172413,海淀,39.979952269660934,116.3576652199001
亚运新新家园(别墅),2002,113527,朝阳,40.01732208757103,116.4411039678722
阳光都市,2001,109967,东城,39.94149024615583,116.4472435267107
皂君东里,1999,110422,海淀,39.96550318214164,116.34603171439313
西山枫林(一二区),2008,58273,石景山,39.94889909060848,116.20972103969807
熙湖小区,2008,77642,海淀,39.936994166005775,116.24659773851036
红狮家园,2009,59327,丰台,39.85361121188713,116.4351528735297
大宁山庄,2007,38696,房山,39.81759963329928,116.22129040619161
呼家楼北街小区,1992,81728,朝阳,39.92870553151576,116.47138737373292
紫竹花园,2002,83597,海淀,39.94997755079298,116.31024358219783
菊园,1994,91822,海淀,40.03883002032069,116.29725228791251
华贸城(8号院),2014,91245,朝阳,40.0549590899306,116.43860389380738
海特花园,1998,52431,石景山,39.93902413970611,116.19527224472282
建设部大院,2007,135993,海淀,39.937831541834036,116.33382724590402
育新花园西里,2011,22401,大兴,39.6648795077762,116.63806598483721
时代国际嘉园,2007,99903,朝阳,39.90050584069881,116.47173151457379
东亚瑞晶苑,2011,33849,通州,39.7500239626141,116.5496824243549
北京新天地(东区),2010,63428,朝阳,39.92061903871046,116.61318552729679
龙湖好望山,2012,33656,顺义,40.20998530292444,116.67094944616602
盘古大观,2007,107526,朝阳,39.99774889304046,116.39322266724045
SOHO北京公馆,2008,97435,朝阳,39.9544201586301,116.46137387238265
雪梨澳乡(别墅),2003,110435,海淀,40.057995727748086,116.3409461374095
南三环中路小区,2001,58429,丰台,39.863722115381236,116.4217700078726
光大水墨风景,2005,179564,海淀,39.97054480171291,116.30195860030983
中粮京西祥云,2019,53764,房山,39.80676699280876,116.22664619347265
银河湾,2011,100894,朝阳,39.73992753992487,115.95904232950849
理想家园,2013,42230,大兴,40.090910492754055,116.39336459951103
万润风景,2006,78021,丰台,39.862824427647475,116.34584531599981
澳林春天(四期),2000,110712,朝阳,40.0182600749986,116.38072696810501
珠江拉维小镇,2013,41930,通州,39.94382156547787,116.69406958422907
五福玲珑居,2012,64788,海淀,39.94590042765907,116.29300474013912
远洋傲北(别墅),2011,42492,昌平,40.150746633025236,116.42227521489141
林语别墅,2015,64622,海淀,40.04323918775823,116.22486395534085
水云居,2011,123577,海淀,39.9417311609292,116.28865685164028
京泉馨苑东里,2012,56760,海淀,39.97741423278157,116.25928549536384
富力又一城(A区),2004,53894,朝阳,39.85307052658762,116.57255364196112
MOMA万万树,2008,58312,顺义,40.15726360910227,116.54841356782205
宾阳里小区,1998,25907,密云,40.38646056438882,116.86704486780556
瑞雪春堂(公寓住宅),2013,33572,房山,39.72635362991566,116.15581615146915
复地首府,2008,83331,朝阳,39.901854285967,116.48672387421313
园墅,2013,53750,昌平,40.09738206212607,116.30330507043875
新居里小区,2000,31817,大兴,39.745783326339286,116.36450096550882
晶都国际,2006,66222,朝阳,39.971940377539134,116.498074503315
翠海明苑,2005,56933,丰台,39.8150296184568,116.3670719158784
中海九号公馆(二区),2012,83749,丰台,39.824297025541014,116.30217616990436
垡头翠成馨园(A区),2004,55199,朝阳,39.86504505305146,116.51862692490833
国美第一城2号院,2004,70803,朝阳,39.94012184232057,116.51820939250729
春风胡同小区,2001,115483,西城,39.89084951581089,116.37163773329395
和成璟园,2014,57007,大兴,39.83243043501169,116.53540242098498
中铁华侨城和园,2020,59206,大兴,39.78316760924116,116.44982831098511
上林世家,2013,123512,朝阳,40.025628142742406,116.37994077112269
中国科学院黄庄小区,1985,146976,海淀,39.985001685981494,116.32543393409374
万科天地公园,2020,42142,大兴,39.93311446881723,116.33980151652868
绿茵花园别墅,1993,38202,大兴,39.618037357038695,116.43233776372253
合生世界花园,2013,31945,通州,39.74539747307517,116.56203816749188
首开康乃馨城,2012,37566,大兴,39.75430337383165,116.31834656738947
碧桂园(二期),2005,28364,房山,39.76587977422977,116.17416790422415
莲香园,2000,68807,丰台,39.89433969605549,116.3079825472292
大屯里小区(北区),2003,79222,朝阳,40.014161153841606,116.42171359428657
金台里,1991,72556,朝阳,39.925202660206935,116.4843624086885
润枫领尚,2012,48131,通州,39.83080619951711,116.56141968414826
双桥六号井小区,2001,42783,朝阳,39.8960287054178,116.61155887567934
华纺星海家园,2014,50393,朝阳,39.96737601704122,116.56611997789868
当代城市家园,2004,101054,海淀,40.04934506858991,116.32536404020286
渡上依水庄园,2004,45281,昌平,40.143243492450225,116.41496453515956
新景家园(西区),2013,119432,东城,39.90240987444565,116.42866522130609
燕保祈东家园(一期),2017,46199,朝阳,39.86029606497694,116.53983097731862
福城上上城五期,2009,14323,北京周边,39.76259876727412,116.34059418131068
龙湖双珑原著(别墅),2015,103831,朝阳,40.062886064653405,116.5306641289115
永金里住宅小区,2009,84426,海淀,39.92714376539991,116.27818018396907
领秀慧谷A区(三区),2019,59729,昌平,40.10506558975656,116.31285612411249
双阳南区,2002,23909,顺义,40.161656087684,116.84205104410978
金融街金色漫香郡(北区),2012,36138,大兴,39.922344884454276,116.64719528407402
大雄郁金香舍,2003,71225,大兴,39.79733539786624,116.50635292757275
星岛假日,2004,64156,大兴,39.808467806089936,116.48870751244026
亿城天筑,2006,75378,丰台,39.827096583341635,116.31731639063062
悦安居小区,2020,22449,延庆,40.46917542489089,115.96338146629286
朝阳无限芳菁苑,2004,65622,朝阳,39.92420860474176,116.5181639382485
中国玺,2017,124926,丰台,39.86496011167209,116.36226598140001
怡美家园,2007,96355,海淀,40.04629195543172,116.32685819175761
水色时光花园(南区),2007,22516,顺义,40.21327688528043,116.73250816683158
瑞丽江畔(丽水园),2006,77337,丰台,39.84812079592033,116.38001029996914
府学胡同小区,2001,170081,东城,39.92860144255692,116.4205602598423
万通天竺新新家园(别墅),2015,57663,顺义,40.06511243612748,116.57209236208176
北花园小区(1号院),2013,54964,朝阳,39.91163910531833,116.5573928500387
名佳花园(一区),2000,43607,昌平,40.11109773739885,116.42869531454066
朝庭公寓,2008,89523,朝阳,39.99411851147661,116.49021001823625
紫禁壹号院南院,2015,124764,大兴,39.791523116117666,116.48330698954481
花家地小区,1992,81141,朝阳,39.98894956494362,116.47586605551402
前沙涧路7号院,2009,45663,海淀,40.11567103292691,116.15277799240386
公园懿府,2020,64195,丰台,39.796891072700234,116.37715225115859
中海馥园,2004,120425,海淀,39.934736332443386,116.327428705587
蓝调国际公馆,2008,96295,丰台,39.877163169947174,116.34547629209631
八达岭孔雀城,2014,7773,北京周边,40.367909526371996,115.98449545681152
融泽嘉园东2号院,2011,70863,昌平,40.074264257760994,116.3140245500893
泰禾北京院子(公寓住宅),2015,104663,朝阳,40.062639920307156,116.53407104238863
观澜国际花园,2003,115939,海淀,39.950526177474316,116.29833196130497
龙湖滟澜山,2007,99993,顺义,40.097958953793785,116.50779884012162
康城花园别墅,2002,51595,朝阳,39.89121406350595,116.61187400125223
万城华府尚园,2006,178942,海淀,39.974605238643086,116.29885261917853
友谊社区,2003,115210,海淀,39.9725254588546,116.32150860278459
合生国际花园(一期),2008,109460,朝阳,39.90564451309842,116.4655512624957
双龙南里小区,1995,56955,朝阳,39.884740075519105,116.48043959835698
天秀花园安和园,1999,90292,海淀,40.026139415997285,116.2799290051359
燕城苑,2001,39421,昌平,40.09258805484254,116.44439598807462
北京香颂,2007,99090,朝阳,39.99573808795005,116.4614900232851
南庭新苑南区,2011,52250,丰台,39.80895972315765,116.37550026732576
大雄城市花园,2001,61709,大兴,39.80725975357065,116.50087155718143
檀香山,2006,143601,海淀,39.95939533776392,116.25693112645274
方舟苑,1998,77806,朝阳,39.985653798118754,116.47226142499413
滨河小区(顺义),1992,34300,顺义,40.13882002809144,117.12063696242508
万科幸福汇,2012,23729,房山,39.6606812250671,116.07247334252553
西山壹号院(南区),2011,126612,海淀,40.046161258510466,116.27532563855002
安苑里,1985,89198,朝阳,39.987318838942336,116.41468713841807
西山美庐,2004,168764,海淀,39.95895283018611,116.21840747431845
融域嘉园,2006,102342,朝阳,40.022996229517084,116.37306747634364
阳光北里,1998,74590,海淀,40.043642963285926,116.3430037061801
长安新城(一区),2006,62504,丰台,39.893691455174945,116.26558082037778
世茂宫园,2011,83445,朝阳,39.93226935822774,116.46691210551276
绿城北京诚园,2012,123636,朝阳,40.004438503119715,116.3837691695451
丽水嘉园,2008,95285,朝阳,39.938412560763325,116.49028170301594
亚林西居住区,2018,73103,丰台,39.86197048142517,116.36087181124851
华龙苑中里(南区),1993,66122,昌平,40.083374196433624,116.37755954287684
汤HOUSE(别墅),2006,34202,昌平,39.9449093718508,116.27458318904603
万科紫台,2006,88005,丰台,39.88847326467072,116.27200406409631
兰德华庭,2003,91578,海淀,39.93417561406,116.25718867064245
金蝉南里,2007,64884,朝阳,39.86883288881195,116.50891361481982
杏花西里,2000,18607,房山,39.72660050908354,115.96440081170606
华源一里,2004,85701,丰台,39.88673174884883,116.32237591675448
新兴家园(丰台),2005,51011,丰台,39.866681901879474,116.27291970690264
保利嘉园3号院,2010,58404,朝阳,39.93660524502227,116.61216388444029
天畅园,2007,66500,朝阳,40.04124595956638,116.42242029123128
高楼金第,2011,22435,通州,39.87015712436405,116.6939778672365
金融世家,2009,165474,西城,39.91029562764013,116.35328894494715
国奥村(东区),2007,133675,朝阳,40.014508876208986,116.39009916915172
仓上小区(五里仓社区),1994,34187,顺义,40.1206774721759,116.66100574315386
温泉花园(A区),1995,33806,昌平,40.133384462293236,116.41852182497907
顺鑫朗郡,2011,26275,顺义,40.16469158089088,116.8412733810298
荣上居,2006,146341,海淀,39.98545132304814,116.3454530259836
天秀花园古月园,2003,83304,海淀,40.028992060631545,116.27832202640909
田家园小区,2006,19390,房山,39.66371008837429,116.0731019767214
珠江罗马嘉园(东区),2005,88637,朝阳,39.93069605518714,116.52149503474061
长河湾小区,2012,162443,海淀,39.95010746543879,116.35184518833151
百子湾家园(A区),2006,61990,朝阳,39.90625029886003,116.51540658948561
碧海方舟,2003,131593,朝阳,40.002691462643156,116.44741312679098
山语城(一区),2015,43857,丰台,39.81722305299936,116.14792301044463
北京怡园,2015,55166,昌平,40.236648600107785,116.26975246133557
星河皓月,2008,21259,北京周边,39.940133459589845,116.11770823512488
金隅上城郡,2017,48667,昌平,40.15261503239356,116.42476001776255
圆明园花园,2004,88621,海淀,40.027180321324096,116.29714197599588
玲珑花园,2000,132166,海淀,39.94432329171225,116.29981829760176
远洋山水(南区),2008,76539,石景山,39.90467895304633,116.24698868106832
丰台金茂府,2019,91547,丰台,39.847576535553024,116.43608657227678
紫芳园(四区),2012,102574,丰台,39.86728007394527,116.44697394522716
金地国际花园,2004,117122,朝阳,39.916272100878565,116.48113641394107
馨瑞嘉园,2013,55018,海淀,40.13196352943471,116.22153618257914
世界名园(A区),2016,17848,房山,39.6647574497341,116.07733335499562
富力爱丁堡公馆,2005,122271,朝阳,39.93504428298473,116.46619786280178
同馨家园,2010,53478,丰台,39.88407866291805,116.25590014121894
京溪小区,1999,13428,密云,40.47856002911324,116.85788700245352
蓝桥驿苑,2014,32389,大兴,40.65559643990614,117.28016433314419
永利国际,2010,80328,朝阳,39.939823941665,116.44786793887069
怡然家园(6号院),2004,60740,丰台,39.84823013217941,116.39064776432664
泛海容郡,2016,139827,朝阳,39.9490489200231,116.50947741379757
汇福悦榕湾,2017,21161,北京周边,39.963005251140196,116.77941031445744
SOHO现代城,2000,76692,朝阳,39.91242020569605,116.48257010953499
嘉都,2017,15537,北京周边,40.06417468401115,116.72119167333908
和谐家园(二区),2005,50843,昌平,40.08837633869225,116.36693654123803
亮马名居,2002,104154,朝阳,39.95789628932853,116.4822511212484
莲馨嘉园,2002,69445,丰台,39.89674328165547,116.31261681552462
中建国际港,2015,55024,大兴,39.75987317580488,116.33690277447853
清枫华景园,2005,101918,海淀,40.017437437241206,116.3558993309286
山水汇豪苑(南区),2003,21229,房山,39.65609756353304,116.07863581976063
西坝河东里,1996,81043,朝阳,39.97338306213093,116.45379172472568
天兆家园,2003,126562,海淀,39.958753524549245,116.35950575805948
蓝天花园,2005,22438,大兴,40.073243815126375,116.56593753204959
国兴家园,2000,120311,海淀,39.93908831230159,116.33439659193624
晴翠园,2006,98990,朝阳,40.020649604861674,116.59542503922847
芳星园三区,1995,68142,丰台,39.86818801723964,116.44429798294348
鸿博家园(二期C区),2014,29200,朝阳,39.83567719695638,116.47226977923538
后现代城(B区),2004,85937,朝阳,39.90572255432638,116.49107194237307
澜西园(三区),2000,30153,顺义,40.11644619665892,116.63869192411657
槐树岭小区,2001,29000,丰台,39.86695132570804,116.17600188475332
榆垡新城嘉园(A区),2007,26901,大兴,39.529400492002715,116.32131914596643
竹溪园,2001,103841,海淀,40.01913105168761,116.36550024055812
泛海国际兰海园,2009,122271,朝阳,39.94588210435569,116.50610930711845
周庄嘉园B区,2006,63134,朝阳,39.872279011291106,116.47897257562863
腾飞园,2016,23973,平谷,40.054508508053516,117.00444536674533
风荷曲苑,2006,101411,丰台,39.88956604048304,116.30730028419437
豆瓣小区(西区),2003,132647,东城,39.93279191721143,116.43779146630415
京贸国际公馆,2021,61656,通州,39.890416111177366,116.6400680383273
彼岸香醍(西区),2011,19276,密云,40.47288878266803,116.84906285759847
颐慧佳园,2009,126708,海淀,39.942800261781585,116.29709894716196
久敬佳园,2004,49425,丰台,39.825950092538136,116.41480499610098
天洋城(北区),2009,20521,北京周边,39.72015458276898,116.13215020297824
上上城第三季,2011,15223,北京周边,39.76259876727412,116.34059418131068
北京国际花园,2001,112495,丰台,39.81912283643976,116.30147755770925
K2十里春风,2021,20209,通州,39.817592497967084,116.4626429085766
金地格林小镇(大兴),2005,70289,大兴,39.79911606499281,116.50235196466186
龙湖蔚澜香醍,2013,64451,通州,39.89084986181381,116.65536375573735
燕京航城,2010,18185,北京周边,39.55815807483341,116.4351400277609
住欣家园(东区),2006,42486,朝阳,39.92881134936357,116.61865306378328
领秀新硅谷AB区,2012,102356,海淀,40.061813197303394,116.31751042462078
马可汇,2012,30628,顺义,40.13824693314849,116.62584974854593
京南嘉园,2008,19326,房山,39.65188139696359,116.07889371166644
知春嘉园,1997,116800,海淀,39.98256060292579,116.35353916529695
雲溪,2012,21968,密云,39.910924547299565,116.4133836971231
大湖山庄,2003,91828,朝阳,40.039524035994454,116.54051000645362
万年花城玫瑰碗(万年花城三期),2005,75515,丰台,39.84502877139957,116.32719487666274
宝星国际,2006,92954,朝阳,40.01330662233635,116.47647313037766
长安驿,2009,77861,朝阳,34.163823976718135,108.95197189391726
圣馨大地家园,2000,73728,朝阳,40.00129873070619,116.46859642834397
龙湖长城源著(一期),2016,25682,密云,40.654390009290225,117.27671098715354
珠江逸景家园(北区),2010,29845,通州,39.74820204458746,116.54968402491971
美林湾,2012,19462,北京周边,39.82755996739752,116.56535857414842
水星园,2006,124600,朝阳,39.97688600452347,116.45816782001754
保利茉莉公馆,2011,66810,大兴,39.78072523953775,116.33538358363684
新纪家园,2002,95510,朝阳,39.97912716238799,116.4566752854127
东亚印象台湖,2015,36673,通州,39.84202607787977,116.62682297273544
辉煌国际公寓,2007,39000,海淀,40.052056798505355,116.30775276067975
碧水云天颐园(西区),2004,178879,海淀,39.9729357385,116.29947352794703
梵悦108,2015,142052,朝阳,39.9122970676267,116.4720510418437
欧陆经典万兴苑,2001,91654,朝阳,40.002512182569504,116.42579504537116
青青家园,2002,49166,朝阳,39.8702503658429,116.58451332219876
西罗园一区,1992,60202,丰台,39.86400892712814,116.40107116248114
千鹤家园,2000,89297,朝阳,39.99337317545661,116.42568455379342
一品亦庄,2005,62780,大兴,39.80914228584272,116.50645245982327
西山甲一号,2018,59206,丰台,39.86874305010719,116.19400401700382
中海紫金苑,2002,154191,海淀,39.95133234297514,116.3212875297986
大红门锦苑小区(A区),2014,37393,丰台,39.82436303816153,116.42426469210436
永旺家园(二区),2013,41601,海淀,40.07156418516552,116.25725541474183
西二旗铭科苑,1997,77677,海淀,40.05792331502584,116.3214325163079
海润国际公寓,2002,83522,朝阳,39.98221993255953,116.48927596016698
美丽园,2000,138337,海淀,39.94262566364006,116.28585530624633
嘉多丽园(南区),2001,58942,朝阳,39.87389644358568,116.46583934907275
领秀新硅谷CD区,2012,102776,海淀,40.06090149171376,116.31412399250927
纳丹堡,2010,17973,北京周边,39.910924547299565,116.4133836971231
领秀慧谷D区(二区),2016,74598,昌平,40.10679039659346,116.30630927355577
万达大湖公馆,2008,75675,朝阳,40.043733619122136,116.41262534761157
西局玉园(北区),1998,48750,丰台,39.876375296635665,116.30805791506148
次渠锦园南区,2008,33454,通州,39.80134708238298,116.58472101043269
中国铁建原香漫谷一区,2013,24271,房山,39.71949809366785,116.01688502977092
紫荆豪庭,2004,63309,朝阳,39.930338081986655,116.46895467258136
普惠南里,1995,117990,海淀,39.91780208980738,116.31280896307321
华城家园,2004,14661,房山,39.63416971583844,116.05678389781046
天鹅堡,2010,38353,通州,39.75609812967715,116.5432640314861
恋日绿岛小区,2002,45472,朝阳,39.832594096182845,116.48430437815254
东湖湾(东区),2009,131708,朝阳,40.0128146626004,116.4709577142075
橡树湾(三期),2013,117252,海淀,40.03431767455191,116.33897534495115
甘家口小区,1996,107058,海淀,39.93109330917282,116.33607175205125
澜西园(四区),2002,30909,顺义,40.11958441866658,116.6385637359203
白菜湾社区,1993,103813,西城,39.8900557112883,116.35328616020006
山水文园西园(别墅),2007,166610,朝阳,39.87264255101285,116.47234299113444
六合新村(北区),2001,25659,通州,39.84545934905638,116.31465183682693
新华联慧谷,2016,25578,平谷,40.072236677104115,117.02300238230934
鸿业兴园二区,2010,59190,丰台,39.84481389703488,116.31310782931638
时代之光名苑,2001,104502,海淀,39.955285250024446,116.36176005573678
万和世家,2002,152361,西城,39.885254626129026,116.37099203129337
东升园公寓,2000,131287,海淀,39.9951606691575,116.34307700790971
城建万科城,2018,26669,延庆,39.99151391087089,116.36052910769645
首城汇景湾(西区),2014,23908,平谷,40.06537941631732,117.01273897236621
世贸国际公寓,2002,97856,朝阳,39.92102555123231,116.45987945133623
和乔丽晶,2000,76124,朝阳,39.980844679012286,116.4900931486894
林语公馆,2010,73489,海淀,40.04359518422815,116.22157067751073
北京银泰中心,2005,163765,朝阳,39.91320150462872,116.46577934226468
首开熙悦睿府书香,2015,41632,房山,39.7308207633527,116.176126389897
燕达首尔国际村,2015,10000,北京周边,39.97380446427969,116.45669388033676
麓秀佳园,2001,14647,密云,40.481617344716,116.85582089978058
城华园,2000,92781,海淀,39.73991366913881,116.44163001557884
太平桥西里小区,1992,72424,丰台,39.889877655876276,116.32112358904303
旭东嘉园上海沙龙,2006,75163,大兴,39.79516807263897,116.50425745030964
友谊嘉园,2008,38273,海淀,40.09278104141941,116.2633925356241
翡翠长安,2018,59912,门头沟,39.90992163525568,116.14175174142163
银地家园,2005,49592,丰台,39.82177131942679,116.33650949632627
万年花城濠景(万年花城五期),2011,94882,丰台,39.85017959798714,116.31917911693611
嘉和丽园公寓,2001,73251,朝阳,39.96341710917006,116.47187416548879
益辰欣园,2003,58109,丰台,39.82963400534573,116.32139793154576
芳源里,2002,49752,大兴,39.790700501706105,116.42370621556881
宝盛里,2001,77192,海淀,40.04115868371838,116.37539318930897
汤HOUSE,2007,34702,昌平,39.9449093718508,116.27458318904603
龙湖长城源著(二期),2016,23315,密云,40.666329024372125,117.27348696867823
朝阳园,2003,71319,朝阳,39.92428510298628,116.52355996961639
力鸿花园,1998,93388,朝阳,39.963021150372036,116.44807517795184
中弘由山由谷(6号院别墅),2016,14545,平谷,40.12535273296016,117.18895201849229
东恒时代二期,2006,98111,朝阳,39.917991001413675,116.50477038275582
国奥村(西区),2007,140291,朝阳,40.01430047785717,116.3843816342418
样本,2006,36767,通州,39.755848583499876,116.55042271792567
密云车站路小区,2000,26893,密云,40.39398326773539,116.86245273003854
紫薇天悦,2008,91429,朝阳,40.00578813150307,116.4331224335855
金鱼池(西区),2003,97857,东城,39.896570710140665,116.41388135837562
华威西里,1993,65611,朝阳,39.879124473202815,116.46174307594725
旭辉御府,2013,61105,大兴,39.7736046492659,116.32080585838413
开阳里三区,1984,72199,丰台,39.87069822773588,116.37345644262945
荣盛阿尔卡迪亚霸州温泉城,2022,6402,北京周边,39.84340130453432,116.34664328078432
苏庄东街小区,2002,34343,房山,39.73560707011928,116.13528699598852
富力新城H11区,2015,9058,北京周边,39.90269071127761,116.45737102303019
兴创荣墅,2020,28019,大兴,39.79306533548776,116.3334210321524
金驹家园(F区),2012,33710,朝阳,39.9644388428864,116.5753536678264
光熙门北里,1992,85513,朝阳,39.97287933901937,116.44125407472292
蓝郡国际花园,2004,47126,昌平,40.224256637484196,116.23211040622876
靠山居艺墅,2005,41404,房山,39.81100315024406,116.22052513972766
新街口西里(三区),2001,136144,西城,39.950400135467255,116.3725995490035
光彩国际公寓,2003,89859,朝阳,39.93364573508169,116.45140016596646
诸子阶,2008,146564,海淀,39.950216084677685,116.27588698966319
四季香山,2004,124652,海淀,39.999465937786994,116.21272820722326
道家园小区,1990,72220,朝阳,39.913780382265834,116.58953907203545
首座御园(一期),2013,42184,大兴,39.75042906719188,116.37346102398756
上地西里,2000,115076,海淀,40.03922021944309,116.31646982751802
草桥欣园(四区),2001,73629,丰台,39.993050150207324,116.30967387684339
定慧福里(北区),2010,83337,海淀,39.935569794280696,116.28361053060743
中海枫涟山庄,2004,116567,海淀,40.05785884071597,116.26554928985438
索家坟小区,2005,103755,海淀,39.95765508627224,116.36730296005555
春荫园,2004,136737,海淀,39.967949110499525,116.28881028222139
清景园,1997,74385,海淀,40.03643988937665,116.35729062650243
大河庄苑,2005,121078,海淀,39.98743652008904,116.3102645127162
嘉和人家翠庭园,2002,65342,丰台,39.85224394624346,116.44443272876997
和泓四季,2011,88653,海淀,39.96707118547577,116.27594439138528
珠江骏景南区,2006,69909,丰台,39.85684533289696,116.40222359861988
金隅泰和园,2004,62692,朝阳,39.92659951456461,116.53798208491799
平乐园小区,1994,65805,朝阳,39.88824662446418,116.48801725448638
春晖园,2004,96968,海淀,40.05841860545211,116.27400045826168
雍和家园,2003,145476,东城,39.95670692665236,116.42653767453625
亿城西山公馆,2011,98294,海淀,40.0504600398264,116.29956030425929
望园东里,2000,64886,丰台,39.87254509044022,116.29553400913304
京师园,2005,106711,朝阳,40.02280830086527,116.37830774153609
四方景园(二区),2005,61483,丰台,39.86372239229396,116.44755721499479
展春园小区,1986,102256,海淀,39.9941585867882,116.34916680062295
菓岭小镇,2005,43255,昌平,40.23026324639663,116.273374788474
玉海园三里,2001,89793,海淀,39.92521061425198,116.26420767057523
如园(北区),2015,134838,海淀,40.05181813970812,116.26693178203423
翠湖别墅,2001,72733,海淀,40.11798601413026,116.21125965737555
城锦苑,2004,68939,朝阳,40.156500081127106,116.42484598559986
海晟名苑(南区),2006,143819,东城,39.94386243113543,116.44871602910266
宁馨苑,2022,40913,昌平,40.226550054464006,116.26551901695868
橡树湾(一期),2013,136905,海淀,40.04048408732845,116.34213297864927
新科祥园,2002,142263,海淀,39.988738185707156,116.3304947121231
通用时代国际公寓,2002,84774,朝阳,39.91044685668068,116.45668525660388
百荣嘉园,2015,89386,东城,39.873358134379785,116.39700129953764
锦秋家园,2003,128940,海淀,39.9805682427707,116.35581255461632
广安康馨家园(北区),2014,52286,丰台,39.88363711780897,116.23603285723806
安慧里(二区),1991,88783,朝阳,40.00013299779502,116.41620527472993
远洋自然,2006,76136,丰台,39.84739767652099,116.39653687558896
天居园,2007,71559,朝阳,40.044838602503184,116.41994527989017
卢沟桥南里,1995,43948,丰台,39.85373424852367,116.24064826111778
丰和园,2010,140699,朝阳,39.97950844488452,116.45082983179819
鸿坤花语墅,2013,114539,朝阳,39.88729541939114,116.48508042428261
龙湖花盛香醍,2010,64013,通州,39.88213425118143,116.64032540285591
世华龙樾二里,2010,108522,海淀,40.05077706110865,116.35763198259623
东恒时代三期,2004,78031,朝阳,39.918143043401486,116.50884940841553
景园大厦,1997,80838,朝阳,39.94145795355377,116.47945748094291
方庄南路18号院,2013,53940,丰台,39.857190884772336,116.4474015386499
北京华侨城1号院,2011,74353,朝阳,39.87394738789069,116.50934599170145
望馨花园,1998,85023,朝阳,40.015762982808646,116.46701541064641
彩虹家园(北区),2013,54375,丰台,39.869096156089704,116.27131156037866
中海城圣朝菲,2009,71936,朝阳,39.845158055777695,116.45879196268588
龙山华府,2011,43170,昌平,40.32214465120811,116.64353630607077
丰益花园(西区),2000,78031,丰台,39.865452174849665,116.3146625266625
国瑞城(西区),2013,109035,东城,39.904325962564194,116.42671850343541
中海尚湖世家,2011,50137,昌平,29.147219483942127,120.66985010014831
国韵村,2017,62063,大兴,39.82392948715868,116.43699610660562
常楹公元,2015,84133,朝阳,39.92740610256602,116.60031918730795
主语家园,2008,134396,海淀,39.93992172071511,116.32972675074262
中景江山赋,2013,58332,顺义,40.116707111498435,116.55990496139732
